particle_id,x,y,charge
     1, -6.1224489796E-01, -7.5510204082E+00,-1.0
     2,  4.2857142857E+00, -9.5918367347E+00, 1.0
     3, -3.8775510204E+00, -1.0204081633E+00, 1.0
     4, -7.1428571429E+00, -5.1020408163E+00, 1.0
     5, -2.2448979592E+00, -6.7346938776E+00, 1.0
     6, -5.5102040816E+00,  7.9591836735E+00,-1.0
     7, -2.6530612245E+00, -1.0000000000E+01,-1.0
     8,  2.6530612245E+00,  7.5510204082E+00, 1.0
     9,  8.7755102041E+00, -8.7755102041E+00, 1.0
    10,  7.5510204082E+00,  3.0612244898E+00,-1.0
    11, -8.7755102041E+00, -5.9183673469E+00,-1.0
    12, -2.2448979592E+00,  9.5918367347E+00,-1.0
    13, -5.9183673469E+00, -2.0408163265E-01, 1.0
    14,  5.5102040816E+00,  5.1020408163E+00, 1.0
    15,  4.6938775510E+00, -3.0612244898E+00, 1.0
    16,  1.0000000000E+01,  1.0204081633E+00,-1.0
    17,  5.1020408163E+00, -9.5918367347E+00, 1.0
    18,  7.1428571429E+00, -1.0204081633E+00, 1.0
    19, -6.7346938776E+00,  1.0204081633E+00, 1.0
    20,  3.8775510204E+00, -6.3265306122E+00,-1.0
    21,  6.7346938776E+00, -8.3673469388E+00, 1.0
    22, -1.0204081633E+00, -6.3265306122E+00,-1.0
    23, -4.2857142857E+00,  9.5918367347E+00,-1.0
    24, -4.2857142857E+00, -3.8775510204E+00,-1.0
    25, -8.3673469388E+00,  1.8367346939E+00,-1.0
    26,  9.1836734694E+00,  9.5918367347E+00,-1.0
    27,  9.5918367347E+00, -5.9183673469E+00, 1.0
    28, -2.2448979592E+00,  8.3673469388E+00,-1.0
    29,  7.1428571429E+00, -7.5510204082E+00,-1.0
    30, -9.5918367347E+00,  6.1224489796E-01, 1.0
    31,  8.7755102041E+00, -8.3673469388E+00,-1.0
    32, -7.9591836735E+00,  1.4285714286E+00,-1.0
    33,  5.5102040816E+00,  3.0612244898E+00, 1.0
    34,  3.0612244898E+00, -1.0204081633E+00,-1.0
    35,  5.1020408163E+00, -1.0204081633E+00,-1.0
    36, -3.0612244898E+00,  2.6530612245E+00,-1.0
    37, -7.9591836735E+00, -1.8367346939E+00,-1.0
    38, -3.4693877551E+00,  5.9183673469E+00,-1.0
    39,  3.4693877551E+00, -6.7346938776E+00, 1.0
    40, -8.3673469388E+00,  8.7755102041E+00, 1.0
    41,  5.5102040816E+00,  9.5918367347E+00,-1.0
    42, -9.1836734694E+00,  7.9591836735E+00,-1.0
    43,  4.2857142857E+00, -7.5510204082E+00,-1.0
    44,  8.3673469388E+00, -1.8367346939E+00,-1.0
    45, -4.2857142857E+00, -9.1836734694E+00,-1.0
    46,  9.5918367347E+00, -9.1836734694E+00,-1.0
    47, -1.8367346939E+00,  7.9591836735E+00, 1.0
    48, -3.0612244898E+00,  3.0612244898E+00,-1.0
    49, -2.6530612245E+00, -3.0612244898E+00, 1.0
    50,  4.6938775510E+00,  7.5510204082E+00, 1.0
    51,  1.4285714286E+00, -3.4693877551E+00,-1.0
    52,  2.2448979592E+00,  8.3673469388E+00,-1.0
    53,  9.5918367347E+00,  3.8775510204E+00, 1.0
    54, -6.3265306122E+00,  6.3265306122E+00,-1.0
    55, -4.2857142857E+00, -6.1224489796E-01, 1.0
    56,  7.1428571429E+00,  1.4285714286E+00, 1.0
    57,  6.3265306122E+00,  1.8367346939E+00, 1.0
    58, -2.0408163265E-01, -5.1020408163E+00, 1.0
    59, -6.1224489796E-01, -9.1836734694E+00, 1.0
    60, -1.0000000000E+01, -6.7346938776E+00, 1.0
    61,  5.1020408163E+00, -4.6938775510E+00, 1.0
    62,  4.6938775510E+00, -1.8367346939E+00, 1.0
    63, -5.9183673469E+00,  1.4285714286E+00, 1.0
    64, -3.4693877551E+00,  7.5510204082E+00,-1.0
    65, -4.6938775510E+00,  7.1428571429E+00, 1.0
    66, -3.4693877551E+00,  1.4285714286E+00, 1.0
    67,  2.6530612245E+00,  3.0612244898E+00, 1.0
    68, -4.6938775510E+00, -8.7755102041E+00, 1.0
    69,  8.7755102041E+00, -3.4693877551E+00, 1.0
    70, -7.9591836735E+00, -5.5102040816E+00, 1.0
    71, -7.5510204082E+00,  5.1020408163E+00, 1.0
    72, -7.5510204082E+00,  1.4285714286E+00,-1.0
    73, -4.6938775510E+00, -2.2448979592E+00, 1.0
    74,  5.9183673469E+00, -9.1836734694E+00,-1.0
    75, -5.5102040816E+00, -5.1020408163E+00,-1.0
    76, -9.5918367347E+00,  6.7346938776E+00, 1.0
    77, -6.7346938776E+00, -8.7755102041E+00, 1.0
    78,  1.0204081633E+00,  7.5510204082E+00, 1.0
    79,  1.4285714286E+00, -1.4285714286E+00,-1.0
    80,  3.4693877551E+00, -3.8775510204E+00, 1.0
    81,  5.5102040816E+00, -6.7346938776E+00, 1.0
    82, -1.4285714286E+00, -2.2448979592E+00,-1.0
    83, -3.8775510204E+00,  2.0408163265E-01,-1.0
    84,  3.8775510204E+00,  2.2448979592E+00,-1.0
    85, -8.7755102041E+00, -5.1020408163E+00,-1.0
    86,  4.6938775510E+00, -1.4285714286E+00,-1.0
    87, -4.2857142857E+00,  3.4693877551E+00, 1.0
    88, -1.8367346939E+00,  3.0612244898E+00,-1.0
