particle_id,x,y,charge
     1, -6.1224489796E-01, -7.5510204082E+00,-1.0
     2, -7.5510204082E+00, -1.4285714286E+00, 1.0
     3, -2.2448979592E+00, -3.0612244898E+00,-1.0
     4, -5.9183673469E+00,  5.5102040816E+00, 1.0
     5, -7.5510204082E+00,  7.1428571429E+00, 1.0
     6,  6.1224489796E-01,  2.0408163265E-01, 1.0
     7, -7.9591836735E+00,  4.6938775510E+00,-1.0
     8, -8.3673469388E+00, -1.4285714286E+00,-1.0
     9, -3.0612244898E+00,  6.7346938776E+00,-1.0
    10, -5.1020408163E+00, -2.2448979592E+00,-1.0
    11,  1.8367346939E+00,  1.0204081633E+00, 1.0
    12, -6.1224489796E-01, -9.1836734694E+00, 1.0
    13,  1.0204081633E+00,  2.2448979592E+00, 1.0
    14,  8.7755102041E+00, -7.5510204082E+00,-1.0
    15, -2.6530612245E+00, -6.7346938776E+00,-1.0
    16, -8.7755102041E+00, -1.8367346939E+00, 1.0
    17,  9.1836734694E+00, -2.0408163265E-01,-1.0
    18,  6.3265306122E+00,  1.4285714286E+00,-1.0
    19, -5.9183673469E+00, -2.2448979592E+00,-1.0
    20,  2.6530612245E+00, -2.0408163265E-01, 1.0
    21,  2.0408163265E-01, -2.6530612245E+00,-1.0
    22,  5.1020408163E+00, -5.5102040816E+00, 1.0
    23, -1.8367346939E+00,  3.0612244898E+00, 1.0
    24,  2.6530612245E+00, -2.2448979592E+00,-1.0
    25,  5.9183673469E+00, -3.0612244898E+00, 1.0
    26,  9.5918367347E+00, -7.1428571429E+00,-1.0
    27,  1.0204081633E+00,  1.4285714286E+00,-1.0
    28,  5.1020408163E+00,  9.1836734694E+00, 1.0
    29,  5.9183673469E+00,  1.8367346939E+00, 1.0
    30, -9.1836734694E+00,  9.1836734694E+00,-1.0
    31, -4.2857142857E+00, -6.7346938776E+00, 1.0
    32, -7.9591836735E+00,  6.7346938776E+00, 1.0
    33, -5.9183673469E+00, -2.0408163265E-01,-1.0
    34, -4.6938775510E+00, -8.3673469388E+00,-1.0
    35, -6.1224489796E-01,  4.6938775510E+00, 1.0
    36,  6.7346938776E+00, -6.7346938776E+00,-1.0
    37,  3.8775510204E+00,  1.4285714286E+00, 1.0
    38, -1.0204081633E+00,  2.2448979592E+00, 1.0
    39, -8.3673469388E+00, -2.6530612245E+00, 1.0
    40, -2.0408163265E-01,  7.9591836735E+00, 1.0
    41, -6.3265306122E+00,  3.4693877551E+00, 1.0
    42, -1.8367346939E+00, -6.7346938776E+00, 1.0
    43,  8.7755102041E+00,  7.1428571429E+00,-1.0
    44, -7.1428571429E+00, -5.9183673469E+00, 1.0
    45, -1.4285714286E+00,  9.5918367347E+00,-1.0
    46,  4.6938775510E+00,  7.9591836735E+00,-1.0
    47, -1.8367346939E+00, -7.1428571429E+00, 1.0
    48, -4.2857142857E+00, -2.0408163265E-01, 1.0
    49, -6.1224489796E-01,  3.8775510204E+00, 1.0
    50,  7.1428571429E+00,  4.2857142857E+00, 1.0
    51, -8.7755102041E+00, -8.7755102041E+00, 1.0
    52,  4.2857142857E+00, -1.8367346939E+00,-1.0
    53, -7.1428571429E+00,  6.1224489796E-01, 1.0
    54, -5.5102040816E+00, -6.3265306122E+00, 1.0
    55,  8.3673469388E+00,  6.3265306122E+00, 1.0
    56, -7.5510204082E+00, -2.0408163265E-01,-1.0
    57, -5.1020408163E+00,  9.1836734694E+00,-1.0
    58,  6.1224489796E-01,  8.7755102041E+00, 1.0
    59, -6.7346938776E+00, -1.0204081633E+00, 1.0
    60,  3.8775510204E+00,  5.1020408163E+00,-1.0
    61, -3.4693877551E+00, -7.9591836735E+00, 1.0
    62,  3.8775510204E+00, -1.0204081633E+00,-1.0
    63, -8.7755102041E+00, -7.1428571429E+00,-1.0
    64, -4.2857142857E+00,  7.1428571429E+00,-1.0
    65, -6.3265306122E+00,  1.8367346939E+00,-1.0
    66, -7.9591836735E+00,  3.4693877551E+00, 1.0
    67,  5.1020408163E+00, -1.0204081633E+00,-1.0
    68, -5.1020408163E+00,  3.8775510204E+00,-1.0
    69,  4.2857142857E+00, -1.0204081633E+00,-1.0
    70, -6.1224489796E-01, -2.0408163265E-01,-1.0
    71, -3.8775510204E+00, -3.4693877551E+00, 1.0
    72,  4.6938775510E+00,  7.1428571429E+00, 1.0
    73,  8.3673469388E+00, -6.1224489796E-01,-1.0
    74,  8.7755102041E+00,  1.4285714286E+00,-1.0
    75, -6.1224489796E-01,  7.9591836735E+00, 1.0
    76, -6.1224489796E-01, -6.3265306122E+00,-1.0
    77, -1.0204081633E+00, -1.0204081633E+00,-1.0
    78, -3.0612244898E+00, -9.5918367347E+00, 1.0
    79, -6.7346938776E+00, -1.0000000000E+01, 1.0
    80, -4.6938775510E+00, -1.0000000000E+01,-1.0
    81,  8.3673469388E+00, -2.0408163265E-01,-1.0
    82, -5.9183673469E+00,  7.5510204082E+00, 1.0
    83, -2.2448979592E+00,  4.2857142857E+00, 1.0
    84,  7.1428571429E+00, -2.2448979592E+00,-1.0
    85,  7.9591836735E+00, -2.0408163265E-01, 1.0
    86, -5.1020408163E+00,  6.1224489796E-01,-1.0
    87,  3.8775510204E+00, -1.0000000000E+01,-1.0
    88,  9.5918367347E+00, -1.8367346939E+00,-1.0
    89,  7.9591836735E+00, -7.9591836735E+00,-1.0
    90,  7.1428571429E+00,  2.6530612245E+00, 1.0
    91, -8.7755102041E+00, -9.5918367347E+00,-1.0
    92,  3.4693877551E+00,  7.1428571429E+00, 1.0
    93,  6.7346938776E+00, -3.0612244898E+00, 1.0
    94, -4.2857142857E+00, -4.2857142857E+00, 1.0
    95,  7.9591836735E+00, -9.1836734694E+00,-1.0
    96,  5.9183673469E+00,  9.5918367347E+00, 1.0
    97,  4.2857142857E+00,  3.0612244898E+00, 1.0
    98,  1.8367346939E+00,  4.2857142857E+00,-1.0
    99,  7.9591836735E+00, -6.7346938776E+00,-1.0
   100,  8.3673469388E+00,  9.1836734694E+00,-1.0
